LOCAL_WELL,OWNERS_NAM,WATER_LEVE,AQUIFER_NA,WELL_STATU
9583Z,EXXON MOBILE ENVIRONMENTAL SERVICES,5,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9745Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9746Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
197,BR POLICE CAMP,0,400-FOOT SAND OF BATON ROUGE AREA,Active
9747Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9748Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
504,BATON ROUGE WW,60.6,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
220,"COOK, S",15,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
789B,U S GEOL SURVEY,8.16,1500-FOOT SAND OF BATON ROUGE AREA,Active
9737Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9738Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9817Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9818Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9833Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9834Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9835Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9832Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9331Z,ITT,3.48,[TO BE DETERMINED],Plugged and Abandonded
9727Z,"JMB, LLC",29.64,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9728Z,"JMB, LLC",,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9729Z,"JMB, LLC",8.14,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
674,KEANS LAUNDRY,0,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
9819Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9820Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9821Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9730Z,"JMB, LLC",7.12,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9731Z,"JMB, LLC",,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9587Z,EXXON MOBILE ENVIRONMENTAL SERVICES,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9822Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9823Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9824Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9825Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9826Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9827Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9828Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9829Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9830Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9831Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9836Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9837Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9838Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9839Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9840Z,7-ELEVEN,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9588Z,EXXON MOBILE ENVIRONMENTAL SERVICES,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9590Z,EXXON MOBILE ENVIRONMENTAL SERVICES,9.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9591Z,EXXON MOBILE ENVIRONMENTAL SERVICES,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9559Z,EXXON MOBILE ENVIRONMENTAL SERVICES,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9560Z,EXXON MOBILE ENVIRONMENTAL SERVICES,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9562Z,EXXON MOBILE ENVIRONMENTAL SERVICES,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9565Z,CIRCLE K STORES,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9567Z,CIRCLE K STORES,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9586Z,EXXON MOBILE ENVIRONMENTAL SERVICES,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9692Z,MERCK ANIMAL HEALTH,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9693Z,MERCK ANIMAL HEALTH,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9450Z,SULLIVAN OIL CO,14,[TO BE DETERMINED],Plugged and Abandonded
9655Z,SULLIVAN OIL COMPANY,14,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9656Z,SULLIVAN OIL COMPANY,14,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9552Z,COPOLYMER,3.5,,Plugged and Abandonded
9651Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",14.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9652Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",16.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9576Z,EXXON MOBILE ENVIRONMENTAL SERVICES,20,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9577Z,EXXON MOBILE ENVIRONMENTAL SERVICES,25,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9579Z,EXXON MOBILE ENVIRONMENTAL SERVICES,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9580Z,EXXON MOBILE ENVIRONMENTAL SERVICES,7,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9582Z,EXXON MOBILE ENVIRONMENTAL SERVICES,5,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9584Z,EXXON MOBILE ENVIRONMENTAL SERVICES,5,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9659Z,EXXONMOBIL CORPORATION,10,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9660Z,EXXONMOBIL CORPORATION,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9662Z,EXXONMOBIL CORPORATION,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9663Z,EXXONMOBIL CORPORATION,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9815Z,EXXON MOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9816Z,EXXON MOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9658Z,EXXONMOBIL CORPORATION,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9573Z,EXXON MOBILE ENVIRONMENTAL SERVICES,26,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9574Z,EXXON MOBILE ENVIRONMENTAL SERVICES,27,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6559Z,EXXON CO USA,4.68,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5704Z,EXXON CO USA,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
6016Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7572Z,STAR ENTERPRISE,0.69,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6393Z,EXXON CHEMICAL,3.22,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5696Z,CIRCLE K,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
1404,DOLESE CONCRETE COMPANY,,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5640Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9488Z,CRESCENT CROWN,6.39,[TO BE DETERMINED],Plugged and Abandonded
9493Z,CRESCENT CROWN,4.56,[TO BE DETERMINED],Plugged and Abandonded
9735Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9736Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6606Z,EXXON CO USA,4.38,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5975Z,SOUTHLAND CORP,1.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5492Z,SOUTHERN BEVER,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
87,BATON ROUGE WW,1,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
873,BATON ROUGE WW,0,1700-FOOT SAND OF BATON ROUGE AREA,Active
992,BATON ROUGE WW,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
9566Z,CIRCLE K STORES,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9607Z,CIRCLE K STORES,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9345Z,CRESCENT CROWN,1.7,[TO BE DETERMINED],Plugged and Abandonded
8211Z,HIGHLAND LAKES,1,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
7594Z,"BABBS, RON",24,SHALLOW SANDS OF BATON ROUGE AREA,Active
5132Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
1251,GUNTER FARMS,15,400-FOOT SAND OF BATON ROUGE AREA,Active
8434Z,"MAJORIA, RYAN",21,400-FOOT SAND OF BATON ROUGE AREA,Active
6891Z,EXXON CO USA,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8236Z,"GIRONA, HECTOR",15,400-FOOT SAND OF BATON ROUGE AREA,Active
7747Z,EXXON CO USA,8.69,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8259Z,MOTIVA ENTERPRI,11,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8021Z,STAR ENTERPRISE,18.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
249,"BAKER, G",6.51,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
271,"BOND, C W",0,600-FOOT SAND OF BATON ROUGE AREA,Active
7332Z,STAR ENTERPRISE,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Destroyed
5908Z,YOUNG FASHIONS UNIFORM OUTFITTERS,7,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5781Z,CIRCLE K,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9733Z,EXXON MOBIL CORPORATION,10,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5599Z,"HANCHEY, ROBERT",0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
906,"TALLEY, J",25.43,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
8844Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8280Z,MONTGOMERY WARD,9.06,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8291Z,EXXON CO USA,3.47,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8495Z,EXXON MOBIL,12.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9175Z,CHEVRON EMC,13.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
102,ST AMANT,23.25,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
325,"PEARCE, JOHN C",32,400-FOOT SAND OF BATON ROUGE AREA,Active
8126Z,RITE AID INC,9.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8535Z,EXXON MOBIL,0.75,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7379Z,EXXON CHEMICAL,2.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7755Z,LENNAR CENTRAL,15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7609Z,LENNAR CENTRAL,10.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5665Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7825Z,ALLIED SIGNAL,2,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
7826Z,ALLIED SIGNAL,9,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
86A,BATON ROUGE WW,0,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8868Z,EXXON MOBIL,10.13,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8885Z,BR PUBLIC WORKS,18,PLEISTOCENE SERIES,Active
8898Z,BR PUBLIC WORKS,6.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8369Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
10178Z,"ENGQUIST ROUZAN COMMERCIAL DEVELOPMENT, LLC",15,SHALLOW SANDS OF BATON ROUGE AREA,Active
974,STONEBRAKER CO,0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
7472Z,CHEVRON,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
1016B,BATON ROUGE WW,0,1500-FOOT SAND OF BATON ROUGE AREA,Active
6084Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9575Z,EXXON MOBILE ENVIRONMENTAL SERVICES,27,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9578Z,EXXON MOBILE ENVIRONMENTAL SERVICES,15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6381Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
707,"SPENCE, P",,1700-FOOT SAND OF BATON ROUGE AREA,Active
7735Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6461Z,"BAUGH, ROBERT",27,400-FOOT SAND OF BATON ROUGE AREA,Active
8567Z,EXXON MOBIL,6.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7119Z,DIXIE ELECTRIC,1.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
740,"KEOGH, J",19.55,SHALLOW SANDS OF BATON ROUGE AREA,Active
22039Z,LARRY FOSTER,27,SHALLOW SANDS OF BATON ROUGE AREA,Active
7103Z,STAR ENTERPRISE,8.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7282Z,EXXON CO USA,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
1205,TEXAS PIPELINE,45,400-FOOT SAND OF BATON ROUGE AREA,Active
890,U S GEOL SURVEY,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
6882Z,STAR ENTERPRISE,10,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5044Z,WOOLF & MAGEE,19,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
89,BATON ROUGE WW,35.2,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5985Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
1400,BATON ROUGE WATER COMPANY,186,1500-FOOT SAND OF BATON ROUGE AREA,Active
302,"BOZEMAN, H",44,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
5615Z,SHELL OIL,7.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8995Z,BR PUBLIC WORKS,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
1138,AMERICAN BANK,45,400-FOOT SAND OF BATON ROUGE AREA,Active
9305Z,CONOCOPHILLIPS,10.08,[TO BE DETERMINED],Plugged and Abandonded
1300,DOLESE CONCRETE,85,600-FOOT SAND OF BATON ROUGE AREA,Destroyed
9664Z,LARRY EDMONSON,10,SHALLOW SANDS OF BATON ROUGE AREA,Active
9558Z,EXXON MOBILE ENVIRONMENTAL SERVICES,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9561Z,EXXON MOBILE ENVIRONMENTAL SERVICES,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
8957Z,DRESSER RAND,8.22,PLEISTOCENE SERIES,Plugged and Abandonded
9637Z,EXXONMOBIL CORPORATION,6,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
9492Z,CRESCENT CROWN,3.96,[TO BE DETERMINED],Plugged and Abandonded
626,"BENNETT, F",19.56,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
9168Z,CHEVRON EMC,3.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7512Z,BLUEBONNET VIL,14,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7263Z,CRACKER BARREL,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8335Z,EXXON CHEMICAL,11,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9642Z,EXXONMOBIL CORPORATION,6.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9644Z,EXXONMOBIL CORPORATION,2.8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
1132,PARISH WATER CO,47,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
9691Z,EXXON MOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8320Z,CIRCLE K,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
797,"VICKNAIR, D",33,1200-FOOT SAND OF BATON ROUGE AREA,Active
7459Z,STAR ENTERPRISE,12.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
10996Z,COURTNEY DUHE,8,NORCO AQUIFER,Active
22097Z,EXXON MOBILE ENVIRONMENTAL SERVICES,12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7104Z,STAR ENTERPRISE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8036Z,MURPHY OIL,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5463Z,EB PUBLIC WORKS,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9626Z,EXXONMOBIL CORPORATION,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9653Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",9.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9614Z,EXXONMOBIL CORPORATION,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9615Z,EXXONMOBIL CORPORATION,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9654Z,JOHN GRANTHAM,15,,Active
9621Z,EXXONMOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9589Z,EXXON MOBILE ENVIRONMENTAL SERVICES,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9623Z,EXXONMOBIL CORPORATION,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9596Z,EXXONMOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
9598Z,EXXONMOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9599Z,EXXONMOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9601Z,EXXONMOBIL CORPORATION,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9602Z,EXXONMOBIL CORPORATION,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9603Z,CIRCLE K STORES,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9622Z,EXXONMOBIL CORPORATION,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9624Z,EXXONMOBIL CORPORATION,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9625Z,EXXONMOBIL CORPORATION,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9769Z,HELIS,16,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9604Z,CIRCLE K STORES,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9605Z,CIRCLE K STORES,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9606Z,CIRCLE K STORES,20,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9608Z,EXXONMOBIL CORPORATION,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9609Z,EXXONMOBIL CORPORATION,26,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9611Z,EXXONMOBIL CORPORATION,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9612Z,EXXONMOBIL CORPORATION,26,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7484Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9594Z,EXXONMOBIL CORPORATION,1,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
9595Z,EXXONMOBIL CORPORATION,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9645Z,EXXONMOBIL CORPORATION,2.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9647Z,EXXONMOBIL CORPORATION,2.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9648Z,EXXONMOBIL CORPORATION,3.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
